WELL_NAME,Test Timestamp,Test Year,LEFT_CHOKE_64IN,RIGHT_CHOKE_64IN,P1: Plat forme Name,P2: Location,P3: Res. Formation,P4: LB (SA),P5: Porduction type,P6: Status,P7: Pump status,P8: Well name,P9: Vendor name,P10: installation run no.#01,P11: Pump type,P12: Pump OD,P13: nr. Of Stages,P14: Pump Depth,P15: Motor NP Amperage,P16: Motor NP voltage,P17: Motor NP hp,P18: avg. Run life /day,P19: Motor winding Tem. /F,P20: Cable size AWG#,P21: VSD/ NP KVA,P22: S/U Transformer /NP KVA,P23: S/D Transformer/ NP KVA,P24: OHL Network /KVA,P25: NO. OF Wells Connected OHL,P26: Liquid Rate / BFPD,P27: Oil Rtae /BOPD,P28: water rate BWPD,P29: W.C %,P30: GOR / SCF/STB,P31: GLR / SCF/STB,P32: Delta Oil Trend /BO/Year,P33: Delta W.C Trend %/year,P34: Mtr. Freq. /hz,P35: WHP Psi,P36: DSP psi,P37: WHT /F,P38: Choke size / 64 inch,P39: P.Intake Pressure /psi,P40: P. Discharge Pressure /psi,P41: Mtr. Temp /F,P42: Mtr. Operating amperage,P43: Mtr. Operating voltage,P44: Mtr. Load,P45: Delta pressure /DH Sensor,P46: VSD Operating amperage,P47: VSD Operating KVA,P48: Delta Surafce pressure,P49: BEP%,P50: Verdict,P51: vibration,P52: transformer tape ration,P53: Static pressure /psi,P54: PVT,P55: Fluid desity ppg,P56: Bottom hole temp \F,P57: API Specific gravity,P58: bubble Piont pressure /psi,P59: Oil viscosity \cp,P60: Desired Rate,P61: Total fluid level /ft,P62: pump Intak /depth,P63: Mid of perforation,P64: pump intake /TVD,P65: Mid perforation /TVD,P66: Top of Perforations /ft,P67: Drive mechanism,P68: Is effect. By Water inj. rate,P69: Casing size /inch,P70: Casing nominal weight ft.ib,P71: Tbg. Size /inch,P72: Tbg nominal weight ft.ib,P73: Well Depth ft,P74: Well Deviation angle /°,P75: Dog leg Severity/ 100 ft,P76: ESP Packer Depth /ft,P77: Packer Penetrators type,P78: Packer Penetrators depth /ft,P79: Chemical injection sub /ft,P80: W/H Penetrators types,P81: Well test validiation
SA-0242_T,1/8/2021 8:45,2021,192,64,SABRIYA_PLATFORM,GC31,BURGAN,UB,ESP,ACTIVE,RUNNING,SA-0242_T,Halliburton,1,CENTURION P31 5.38 INCHES (2000-4300 RB/DAY),4,153,7500,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,1605,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,1980.66,1837.656348,143.003652,7.22,245,227.31,-50,2.5,54,197.6,188.02,133.41,202.39,1314,DATA_UNRECORDED,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,95,DATA_UNRECORDED,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,9.58,95,NORMAL_OPERATION,MISSING_HARDWARE_SENSOR,MISSING_HARDWARE_SPEC,1401.83,SA-0242_T_PVT,7.44,180,29.11,1430,3.6,1500,500,7500,7777,7500,7777,7727,MISSING_GEOLOGY_REPORT,MISSING_INJECTION_STUDY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_DIRECTIONAL_LOG,MISSING_DIRECTIONAL_LOG,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_WELLHEAD_SPEC,VALID_TEST
SA-0439_T,1/8/2021 8:45,2021,0,30,SABRIYA_PLATFORM,GC31,BURGAN,UB,ESP,ACTIVE,RUNNING,SA-0439_T,Halliburton,1,HALLIBURTON SF1750 4 INCHES (375-1883 RB,4,372,7600,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,313,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,1175,732.965,442.035,37.62,388,242.03,-50,2.5,49,327,95,137,30,2361,DATA_UNRECORDED,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,95,DATA_UNRECORDED,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,232,95,NORMAL_OPERATION,MISSING_HARDWARE_SENSOR,MISSING_HARDWARE_SPEC,2455.03,SA-0439_T_PVT,7.93,180,26.95,1430,3.6,1500,500,7600,7878,7600,7878,7828,MISSING_GEOLOGY_REPORT,MISSING_INJECTION_STUDY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_DIRECTIONAL_LOG,MISSING_DIRECTIONAL_LOG,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_WELLHEAD_SPEC,VALID_TEST
SA-0334_T,1/8/2021 9:00,2021,0,36,SABRIYA_PLATFORM,GC31,BURGAN,UB,ESP,ACTIVE,RUNNING,SA-0334_T,REDA (SLB),1,REDA S2000N 5.38 INCHES (167-2084 RB/DAY,4,137,7400,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,167,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,1484,601.02,882.98,59.5,141,57.11,-50,2.5,54,311,207,148,36,1532,DATA_UNRECORDED,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,95,DATA_UNRECORDED,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,104,95,NORMAL_OPERATION,MISSING_HARDWARE_SENSOR,MISSING_HARDWARE_SPEC,1692.22,SA-0334_T_PVT,8.17,180,29.3,1430,3.6,1500,500,7400,7827,7400,7827,7777,MISSING_GEOLOGY_REPORT,MISSING_INJECTION_STUDY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_DIRECTIONAL_LOG,MISSING_DIRECTIONAL_LOG,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_WELLHEAD_SPEC,VALID_TEST
SA-0252_T,1/9/2021 21:15,2021,128,128,SABRIYA_PLATFORM,GC31,BURGAN,UB,ESP,ACTIVE,RUNNING,SA-0252_T,Halliburton,1,ACC WE-1500C 5.38 INCHES (200-2300 RB/DAY),4,142,7700,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,976,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,1523,42.9486,1480.0514,97.18,278,7.84,-50,2.5,50,205,198,153,181.02,2329,DATA_UNRECORDED,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,95,DATA_UNRECORDED,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,7,95,NORMAL_OPERATION,MISSING_HARDWARE_SENSOR,MISSING_HARDWARE_SPEC,2375.63,SA-0252_T_PVT,8.71,180,30.03,1430,3.6,1500,500,7700,7853,7700,7853,7803,MISSING_GEOLOGY_REPORT,MISSING_INJECTION_STUDY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_DIRECTIONAL_LOG,MISSING_DIRECTIONAL_LOG,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_WELLHEAD_SPEC,VALID_TEST
SA-0169_T,1/10/2021 8:15,2021,0,24,SABRIYA_PLATFORM,GC31,BURGAN,UB,ESP,ACTIVE,RUNNING,SA-0169_T,Halliburton,1,BORETS WFT-1050CP 4 INCHES (250-1375 RB/,4,274,7650,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,75,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,634,618.9742,15.0258,2.37,68,66.39,-50,2.5,55,247,190,102,24,DATA_UNRECORDED,DATA_UNRECORDED,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,95,DATA_UNRECORDED,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,57,95,NORMAL_OPERATION,MISSING_HARDWARE_SENSOR,MISSING_HARDWARE_SPEC,DATA_UNRECORDED,SA-0169_T_PVT,7.45,180,27.31,1430,3.6,1500,500,7650,7844,7650,7844,7794,MISSING_GEOLOGY_REPORT,MISSING_INJECTION_STUDY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_DIRECTIONAL_LOG,MISSING_DIRECTIONAL_LOG,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_WELLHEAD_SPEC,VALID_TEST
SA-0583H_T,1/10/2021 8:20,2021,0,26,SABRIYA_PLATFORM,GC31,BURGAN,UB,ESP,ACTIVE,RUNNING,SA-0583H_T,Halliburton,1,CENTURION P31 5.38 INCHES (2000-4300 RB/DAY),4,106,6700,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,1699,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,1418.85,1264.47912,154.37088,10.88,325,289.64,-50,2.5,56,610.32,198.14,137.46,26,2357,DATA_UNRECORDED,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,95,DATA_UNRECORDED,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,412.18,95,NORMAL_OPERATION,MISSING_HARDWARE_SENSOR,MISSING_HARDWARE_SPEC,2876.26,SA-0583H_T_PVT,7.36,180,32.45,1430,3.6,1500,500,6700,8107,6700,8107,8057,MISSING_GEOLOGY_REPORT,MISSING_INJECTION_STUDY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_DIRECTIONAL_LOG,MISSING_DIRECTIONAL_LOG,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_WELLHEAD_SPEC,VALID_TEST
SA-0205_T,1/10/2021 8:45,2021,0,52,SABRIYA_PLATFORM,GC31,BURGAN,UB,ESP,ACTIVE,RUNNING,SA-0205_T,Halliburton,1,SUMMITESP SF1750 4 INCHES (375-1883 RB/DAY),4,373,7550,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,740,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,2084,708.9768,1375.0232,65.98,298,101.38,-50,2.5,53,345,295,159,52,1379,DATA_UNRECORDED,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,95,DATA_UNRECORDED,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,50,95,NORMAL_OPERATION,MISSING_HARDWARE_SENSOR,MISSING_HARDWARE_SPEC,1472.03,SA-0205_T_PVT,8.28,180,28.21,1430,3.6,1500,500,7550,7816.03,7550,7816.03,7766.03,MISSING_GEOLOGY_REPORT,MISSING_INJECTION_STUDY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_DIRECTIONAL_LOG,MISSING_DIRECTIONAL_LOG,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_WELLHEAD_SPEC,VALID_TEST
SA-0168_T,1/12/2021 1:00,2021,128,128,SABRIYA_PLATFORM,GC31,BURGAN,UB,ESP,ACTIVE,RUNNING,SA-0168_T,Halliburton,1,ACC WE-3600 5.38 INCHES (2000-3832 RB/DAY),4,69,7800,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,2029,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,3395,517.0585,2877.9415,84.77,841,128.08,-50,2.5,50,225,0,141,181.02,2786,DATA_UNRECORDED,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,95,DATA_UNRECORDED,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,225,95,NORMAL_OPERATION,MISSING_HARDWARE_SENSOR,MISSING_HARDWARE_SPEC,2909.25,SA-0168_T_PVT,8.53,180,30.03,1430,3.6,1500,500,7800,8128,7800,8128,8078,MISSING_GEOLOGY_REPORT,MISSING_INJECTION_STUDY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_DIRECTIONAL_LOG,MISSING_DIRECTIONAL_LOG,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_WELLHEAD_SPEC,VALID_TEST
SA-0694_T,1/15/2021 17:45,2021,128,128,SABRIYA_PLATFORM,GC31,BURGAN,UB,ESP,ACTIVE,RUNNING,SA-0694_T,REDA (SLB),1,REDA S4000N 5.38 INCHES (1000-6000 RB/DA,4,80,7800,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,225,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,5150,1236,3914,76,666,159.84,-50,2.5,50,414,0,136,181.02,DATA_UNRECORDED,DATA_UNRECORDED,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,95,DATA_UNRECORDED,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,414,95,NORMAL_OPERATION,MISSING_HARDWARE_SENSOR,MISSING_HARDWARE_SPEC,DATA_UNRECORDED,SA-0694_T_PVT,8.39,180,31.2,1430,3.6,1500,500,7800,8828,7800,8828,8778,MISSING_GEOLOGY_REPORT,MISSING_INJECTION_STUDY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_DIRECTIONAL_LOG,MISSING_DIRECTIONAL_LOG,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_WELLHEAD_SPEC,VALID_TEST
SA-0330_T,1/16/2021 8:40,2021,0,34,SABRIYA_PLATFORM,GC31,BURGAN,UB,ESP,ACTIVE,RUNNING,SA-0330_T,REDA (SLB),1,REDA S4000N 5.38 INCHES (1000-6000 RB/DA,4,56,7850,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,675,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,502.44,502.44,0,0,145,145,-50,2.5,50,240.27,211.14,91.09,34,DATA_UNRECORDED,DATA_UNRECORDED,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,95,DATA_UNRECORDED,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,29.13,95,NORMAL_OPERATION,MISSING_HARDWARE_SENSOR,MISSING_HARDWARE_SPEC,DATA_UNRECORDED,SA-0330_T_PVT,7.35,180,28.77,1430,3.6,1500,500,7850,8238,7850,8238,8188,MISSING_GEOLOGY_REPORT,MISSING_INJECTION_STUDY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_DIRECTIONAL_LOG,MISSING_DIRECTIONAL_LOG,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_WELLHEAD_SPEC,VALID_TEST
SA-0217_T,1/16/2021 9:00,2021,16,42,SABRIYA_PLATFORM,GC31,BURGAN,UB,ESP,ACTIVE,RUNNING,SA-0217_T,Halliburton,1,ACC WE-2600C 5.38 INCHES (500-2666 RB/DAY),4,130,7200,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,1588,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,3282,164.1,3117.9,95,889,44.45,-50,2.5,55,387,251,160,44.94,3187,DATA_UNRECORDED,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,95,DATA_UNRECORDED,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,136,95,NORMAL_OPERATION,MISSING_HARDWARE_SENSOR,MISSING_HARDWARE_SPEC,3310.62,SA-0217_T_PVT,8.68,180,29.01,1430,3.6,1500,500,7200,7524,7200,7524,7474,MISSING_GEOLOGY_REPORT,MISSING_INJECTION_STUDY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_DIRECTIONAL_LOG,MISSING_DIRECTIONAL_LOG,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_WELLHEAD_SPEC,VALID_TEST
SA-0987_T,1/16/2021 13:15,2021,0,24,SABRIYA_PLATFORM,GC31,BURGAN,UB,ESP,ACTIVE,RUNNING,SA-0987_T,Halliburton,1,CENTURION P17 5.38 INCHES (1000-2400 RB/,4,127,8350,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,706,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,1111.34,1066.33073,45.00927,4.05,551,528.68,-50,2.5,50,683.78,0,93.34,24,DATA_UNRECORDED,DATA_UNRECORDED,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,95,DATA_UNRECORDED,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,683.78,95,NORMAL_OPERATION,MISSING_HARDWARE_SENSOR,MISSING_HARDWARE_SPEC,DATA_UNRECORDED,SA-0987_T_PVT,7.33,180,30.71,1430,3.6,1500,500,8350,8934,8350,8934,8884,MISSING_GEOLOGY_REPORT,MISSING_INJECTION_STUDY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_DIRECTIONAL_LOG,MISSING_DIRECTIONAL_LOG,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_WELLHEAD_SPEC,VALID_TEST
SA-0254ST1_T,1/17/2021 5:00,2021,0,32,SABRIYA_PLATFORM,GC31,BURGAN,UB,ESP,ACTIVE,RUNNING,SA-0254ST1_T,Halliburton,1,ACC WE-1500C 5.38 INCHES (200-2300 RB/DAY),4,130,6300,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,1528,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,1655,188.008,1466.992,88.64,630,71.57,-50,2.5,50,348,201,129,32,1363,DATA_UNRECORDED,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,95,DATA_UNRECORDED,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,147,95,NORMAL_OPERATION,MISSING_HARDWARE_SENSOR,MISSING_HARDWARE_SPEC,2270.04,SA-0254ST1_T_PVT,8.58,180,30.4,1430,3.6,1500,500,6300,8383,6300,8383,8333,MISSING_GEOLOGY_REPORT,MISSING_INJECTION_STUDY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_DIRECTIONAL_LOG,MISSING_DIRECTIONAL_LOG,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_WELLHEAD_SPEC,VALID_TEST
SA-0335_T,1/17/2021 8:30,2021,128,128,SABRIYA_PLATFORM,GC31,BURGAN,UB,ESP,ACTIVE,RUNNING,SA-0335_T,REDA (SLB),1,REDA S4000N 5.38 INCHES (1000-6000 RB/DA,4,112,6600,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,58,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,2120,408.1,1711.9,80.75,265,51.01,-50,2.5,50,246,228,147,181.02,1767,DATA_UNRECORDED,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,95,DATA_UNRECORDED,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,18,95,NORMAL_OPERATION,MISSING_HARDWARE_SENSOR,MISSING_HARDWARE_SPEC,2166.61,SA-0335_T_PVT,8.49,180,27.31,1430,3.6,1500,500,6600,7555,6600,7555,7505,MISSING_GEOLOGY_REPORT,MISSING_INJECTION_STUDY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_DIRECTIONAL_LOG,MISSING_DIRECTIONAL_LOG,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_WELLHEAD_SPEC,VALID_TEST
SA-0593H_T,1/17/2021 8:45,2021,0,44,SABRIYA_PLATFORM,GC31,BURGAN,UB,ESP,ACTIVE,RUNNING,SA-0593H_T,Halliburton,1,ACC WE-2600C 5.38 INCHES (500-2666 RB/DAY),4,88,5900,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,1589,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,1719,853.9992,865.0008,50.32,305,151.52,-50,2.5,46,228,155,147,44,2175,2494,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,95,319,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,73,95,NORMAL_OPERATION,MISSING_HARDWARE_SENSOR,MISSING_HARDWARE_SPEC,2966.27,SA-0593H_T_PVT,8.15,180,24.51,1430,3.6,1500,500,5900,7816,5900,7816,7766,MISSING_GEOLOGY_REPORT,MISSING_INJECTION_STUDY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_DIRECTIONAL_LOG,MISSING_DIRECTIONAL_LOG,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_WELLHEAD_SPEC,VALID_TEST
SA-0602H_T,1/17/2021 9:00,2021,0,64,SABRIYA_PLATFORM,GC31,BURGAN,UB,ESP,ACTIVE,RUNNING,SA-0602H_T,Halliburton,1,CENTURION P6 4 INCHES (400-900 RB/DAY),4,392,6870,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,406,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,MISSING_HARDWARE_SPEC,1776,159.84,1616.16,91,133,11.97,-50,2.5,50,183,173,152,64,1638,DATA_UNRECORDED,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,95,DATA_UNRECORDED,MISSING_SCADA_COLUMN,MISSING_SCADA_COLUMN,10,95,NORMAL_OPERATION,MISSING_HARDWARE_SENSOR,MISSING_HARDWARE_SPEC,2726.47,SA-0602H_T_PVT,8.65,180,22.98,1430,3.6,1500,500,6870,9341,6870,9341,9291,MISSING_GEOLOGY_REPORT,MISSING_INJECTION_STUDY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_DIRECTIONAL_LOG,MISSING_DIRECTIONAL_LOG,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_COMPLETION_TALLY,MISSING_WELLHEAD_SPEC,VALID_TEST
