GATHERING_CENTER,WELL_NAME,TEST_DATE_TIME,PUMP_MANUFACTURER,PUMP_SERIES_NAME,PUMP_MODEL,CANONICAL_MODEL,NUMBER_OF_STAGES,INSTALL_TOP_DEPTH_FT,CUMULATIVE_RUN_LIFE_DAYS,DAYS_FROM_INSTALLATION,PIP_PSIG,PDP_PSIG,DELTA_P_PSI,WHP_PSIG,WHT_DEG_F,FREQUENCY_HZ,SPEED_RATIO_RF,WATER_CUT_PCT,RESERVOIR_FORMATION,WATER_SALINITY_PPM,WATER_SG,FLUID_GRADIENT_PSI_FT,STAGE_DYNAMIC_HEAD_FT,NORMALIZED_HEAD_60HZ_FT,B_O_RBSTB,B_LIQ_RBSTB,RS_SCFBBL,Q_DOWNHOLE_RBPD,RAW_DOWNHOLE_ERROR_BPD,RAW_DOWNHOLE_PE_PCT,ACTUAL_LIQUID_RATE_STBD,Q_PURE_RAW_STBD,Q_PURE_SURF_STBD,RESIDUAL_ERROR_BPD,PERCENT_ERROR_PCT,ABS_PERCENT_ERROR_MAPE,BIAS_DIRECTION,QC_PASS_TELEMETRY,QC_PASS_POSITIVE_LIFT,QC_PASS_MIN_LIFT,QC_PASS_MIN_FREQ,QC_PASS_WATER_CUT,QC_5_GATES_PASS,IS_ACTIVE_CURRENT_RUN,QUALIFIED_5QC_CLEAN_ACTIVE,TEST_VALIDITY_STATUS,SCREENING_REASON_DETAIL
GC-31,SA-1007H_T,2025-05-24 07:45,Alkhorayef (ACC),538 Series (ACC WG),WG-4000c,WG-4000,172,7000.0,1152.3,1152.3,473.0,2810.0,2337.0,226.0,126.0,49.0,0.8167,8.3,Mauddud (MA),137779.0,1.0958,0.3873,35.08,52.59,1.0709,1.0667,69.8,904.5,-216.5,-19.31,1121.0,848.0,848.0,-273.0,-24.35,24.35,UNDER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-1007H_T,2025-10-01 08:45,Alkhorayef (ACC),538 Series (ACC WG),WG-4000c,WG-4000,172,7000.0,1282.4,1282.4,570.0,3005.0,2435.0,351.0,122.0,49.0,0.8167,15.0,Mauddud (MA),137779.0,1.0958,0.3943,35.91,53.84,1.077,1.0685,86.0,662.6,-251.4,-27.51,914.0,620.1,620.1,-293.9,-32.16,32.16,UNDER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-1007H_T,2026-01-17 08:00,Alkhorayef (ACC),538 Series (ACC WG),WG-4000c,WG-4000,172,7000.0,1390.4,1390.4,531.0,2939.0,2408.0,313.0,121.0,49.0,0.8167,7.2,Mauddud (MA),137779.0,1.0958,0.3861,36.26,54.36,1.0745,1.0706,79.4,564.3,-372.7,-39.78,937.0,527.1,527.1,-409.9,-43.75,43.75,UNDER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-1007H_T,2026-06-05 08:00,Alkhorayef (ACC),538 Series (ACC WG),WG-4000c,WG-4000,172,7000.0,1529.4,1529.4,790.0,2921.0,2131.0,308.0,130.0,47.0,0.7833,12.3,Mauddud (MA),137779.0,1.0958,0.3915,31.65,51.58,1.092,1.0831,124.7,1059.2,-196.8,-15.67,1256.0,977.9,977.9,-278.1,-22.14,22.14,UNDER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-1008H_T,2023-01-18 08:45,REDA (Schlumberger),513 Series (REDA GN),GN1600,GN1600,146,7150.0,287.8,287.8,1344.0,2534.7,1190.7,285.0,110.0,50.0,0.8333,0.5,Mauddud (MA),137779.0,1.0958,0.3792,21.51,30.98,1.1346,1.134,230.8,1772.5,386.5,27.89,1386.0,1563.1,1563.1,177.1,12.78,12.78,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-1008H_T,2023-04-28 07:15,REDA (Schlumberger),513 Series (REDA GN),GN1600,GN1600,146,7150.0,387.8,387.8,1143.0,2437.7,1294.7,242.0,115.0,50.0,0.8333,0.0,Mauddud (MA),137779.0,1.0958,0.3786,23.42,33.73,1.1183,1.1183,191.0,1707.0,305.0,21.75,1402.0,1526.4,1526.4,124.4,8.87,8.87,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-1008H_T,2023-08-05 07:45,REDA (Schlumberger),513 Series (REDA GN),GN1600,GN1600,146,7150.0,486.8,486.8,977.0,2406.7,1429.7,252.0,117.0,50.0,0.8333,1.1,Mauddud (MA),137779.0,1.0958,0.3798,25.78,37.13,1.1056,1.1046,159.2,1616.0,289.0,21.78,1327.0,1462.9,1462.9,135.9,10.24,10.24,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-1008H_T,2024-03-09 08:15,REDA (Schlumberger),513 Series (REDA GN),GN1600,GN1600,146,7150.0,703.8,703.8,1045.0,2467.0,1422.0,251.0,125.0,50.0,0.8333,3.5,Mauddud (MA),137779.0,1.0958,0.3823,25.48,36.69,1.1107,1.1076,172.1,1628.5,293.5,21.99,1335.0,1470.3,1470.3,135.3,10.13,10.13,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-1008H_T,2024-07-22 08:15,REDA (Schlumberger),513 Series (REDA GN),GN1600,GN1600,146,7150.0,838.8,838.8,1379.0,2495.0,1116.0,248.7,125.4,50.0,0.8333,9.2,Mauddud (MA),137779.0,1.0958,0.3882,19.69,28.36,1.1375,1.1267,237.8,1829.3,304.4,19.96,1524.9,1623.7,1623.7,98.8,6.48,6.48,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-1008H_T,2024-11-28 08:30,REDA (Schlumberger),513 Series (REDA GN),GN1600,GN1600,146,7150.0,967.8,967.8,2312.0,2722.0,410.0,309.0,132.0,50.0,0.8333,24.5,Mauddud (MA),137779.0,1.0958,0.4042,6.95,10.01,1.1848,1.1444,350.0,2134.2,308.2,16.88,1826.0,1864.9,1864.9,38.9,2.13,2.13,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-1008H_T,2025-02-15 09:15,REDA (Schlumberger),513 Series (REDA GN),GN1600,GN1600,146,7150.0,1046.8,1046.8,2279.0,2870.0,591.0,298.0,135.0,50.0,0.8333,39.8,Mauddud (MA),137779.0,1.0958,0.4201,9.64,13.88,1.1848,1.1192,350.0,2079.7,438.7,26.73,1641.0,1858.2,1858.2,217.2,13.24,13.24,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-1008H_T,2025-05-24 08:30,REDA (Schlumberger),513 Series (REDA GN),GN1600,GN1600,146,7150.0,1144.8,1144.8,2088.0,2896.0,808.0,281.0,139.0,50.0,0.8333,42.0,Mauddud (MA),137779.0,1.0958,0.4224,13.1,18.87,1.1848,1.1156,350.0,2003.0,309.0,18.24,1694.0,1795.5,1795.5,101.5,5.99,5.99,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-1008H_T,2025-09-11 19:30,REDA (Schlumberger),513 Series (REDA GN),GN1600,GN1600,146,7150.0,1255.3,1255.3,1765.0,2864.0,1099.0,223.0,173.0,51.0,0.85,32.5,Mauddud (MA),137779.0,1.0958,0.4125,18.25,25.26,1.171,1.1219,317.8,1928.7,65.7,3.53,1863.0,1719.1,1719.1,-143.9,-7.72,7.72,UNDER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-1008H_T,2025-12-20 08:15,REDA (Schlumberger),513 Series (REDA GN),GN1600,GN1600,146,7150.0,1354.8,1354.8,1872.0,3055.0,1183.0,282.0,144.0,51.0,0.85,56.8,Mauddud (MA),137779.0,1.0958,0.4378,18.51,25.62,1.1808,1.0895,340.6,1921.8,218.8,12.85,1703.0,1764.0,1764.0,61.0,3.58,3.58,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-1008H_T,2026-03-13 20:45,REDA (Schlumberger),513 Series (REDA GN),GN1600,GN1600,146,7150.0,1438.3,1438.3,1859.0,3040.0,1181.0,239.0,140.0,51.0,0.85,60.3,Mauddud (MA),137779.0,1.0958,0.4415,18.32,25.36,1.1796,1.0834,337.8,1926.8,307.8,19.01,1619.0,1778.6,1778.6,159.6,9.86,9.86,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-1008H_T,2026-06-06 07:00,REDA (Schlumberger),513 Series (REDA GN),GN1600,GN1600,146,7150.0,1522.8,1522.8,1582.0,2985.0,1403.0,227.0,131.0,51.0,0.85,55.8,Mauddud (MA),137779.0,1.0958,0.4368,22.0,30.45,1.1548,1.0796,279.4,1820.1,226.1,14.18,1594.0,1686.0,1686.0,92.0,5.77,5.77,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-1010_T,2023-02-05 08:00,Baker Hughes (Centrilift),400 Series (Centrilift P/Flex),FLEX10,FLEX10,206,8882.0,0.0,-334.0,1029.0,2972.0,1943.0,220.0,78.0,50.0,0.8333,5.3,Mauddud (MA),137779.0,1.0958,0.3842,24.55,35.35,1.1095,1.1048,169.1,553.8,268.8,94.32,285.0,501.3,501.3,216.3,75.89,75.89,OVER_PREDICTION,True,True,True,True,True,True,False,False,2. QUALIFIED_5QC_HISTORICAL_RUN,Pass 5 QC Gates (Historical Completion Run: Days = -334.0)
GC-31,SA-1010_T,2023-07-11 12:00,Baker Hughes (Centrilift),400 Series (Centrilift P/Flex),FLEX10,FLEX10,206,8882.0,0.0,-177.8,920.0,2968.0,2048.0,180.0,105.0,50.0,0.8333,6.2,Mauddud (MA),137779.0,1.0958,0.3851,25.82,37.18,1.1013,1.0963,148.5,234.4,-9.6,-3.93,244.0,213.8,213.8,-30.2,-12.38,12.38,UNDER_PREDICTION,True,True,True,True,True,True,False,False,2. QUALIFIED_5QC_HISTORICAL_RUN,Pass 5 QC Gates (Historical Completion Run: Days = -177.8)
GC-31,SA-1010_T,2024-01-10 00:00,Baker Hughes (Centrilift),400 Series (Centrilift P/Flex),FLEX10,FLEX10,206,8882.0,4.7,4.7,2155.0,2872.0,717.0,205.0,95.0,54.0,0.9,12.3,Mauddud (MA),137779.0,1.0958,0.3915,8.89,10.98,1.1848,1.1645,350.0,1375.1,307.1,28.75,1068.0,1180.8,1180.8,112.8,10.56,10.56,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-1010_T,2024-02-25 09:30,Baker Hughes (Centrilift),400 Series (Centrilift P/Flex),FLEX10,FLEX10,206,8882.0,51.1,51.1,1777.0,2848.0,1071.0,213.0,112.0,49.0,0.8167,0.0,Mauddud (MA),137779.0,1.0958,0.3786,13.73,20.58,1.1721,1.1721,320.3,1058.4,70.4,7.13,988.0,903.0,903.0,-85.0,-8.6,8.6,UNDER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-1010_T,2024-07-25 08:15,Baker Hughes (Centrilift),400 Series (Centrilift P/Flex),FLEX10,FLEX10,206,8882.0,202.0,202.0,1597.0,3468.0,1871.0,176.0,128.0,50.0,0.8333,94.2,Mauddud (MA),137779.0,1.0958,0.4768,19.05,27.43,1.1561,1.0279,282.5,908.3,44.3,5.13,864.0,883.7,883.7,19.7,2.28,2.28,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-1010_T,2024-11-26 08:45,Baker Hughes (Centrilift),400 Series (Centrilift P/Flex),FLEX10,FLEX10,206,8882.0,326.1,326.1,1755.0,3524.0,1769.0,219.0,125.0,50.0,0.8333,97.1,Mauddud (MA),137779.0,1.0958,0.4799,17.9,25.78,1.1701,1.0244,315.7,954.5,101.5,11.9,853.0,931.8,931.8,78.8,9.24,9.24,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-1010_T,2025-08-28 09:45,Baker Hughes (Centrilift),400 Series (Centrilift P/Flex),FLEX10,FLEX10,206,8882.0,601.1,601.1,1753.0,3515.0,1762.0,168.0,116.0,50.0,0.8333,80.0,Mauddud (MA),137779.0,1.0958,0.462,18.51,26.66,1.1699,1.05,315.3,930.4,388.4,71.66,542.0,886.1,886.1,344.1,63.49,63.49,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-1010_T,2026-01-21 18:00,Baker Hughes (Centrilift),400 Series (Centrilift P/Flex),FLEX10,FLEX10,206,8882.0,747.4,747.4,1631.0,3622.0,1991.0,269.0,128.0,50.0,0.8333,95.5,Mauddud (MA),137779.0,1.0958,0.4782,20.21,29.1,1.1591,1.0263,289.6,856.7,42.7,5.25,814.0,834.8,834.8,20.8,2.56,2.56,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-1024_T,2022-06-18 01:00,Baker Hughes (Centrilift),538 Series (Centrilift Centurion),P23,P23,111,8450.0,0.0,-1315.2,,3049.0,,560.0,108.0,50.0,0.8333,82.9,Upper Burgan (UB),199739.0,1.1388,0.4651,,,1.1477,1.0418,262.5,,,,1880.0,,,,,,,False,False,False,True,True,False,False,False,7. FAILED_MISSING_TELEMETRY,"Failed Gate 1: Missing Telemetry (PIP=nan, PDP=3049.0)"
GC-31,SA-1024_T,2022-10-18 07:45,Baker Hughes (Centrilift),538 Series (Centrilift Centurion),P23,P23,111,8450.0,0.0,-1193.0,1586.0,2204.0,618.0,495.0,107.0,50.0,0.8333,4.4,Upper Burgan (UB),199739.0,1.1388,0.3832,14.53,20.92,1.1551,1.1492,280.2,4041.5,1934.5,91.81,2107.0,3516.9,3516.9,1409.9,66.92,66.92,OVER_PREDICTION,True,True,True,True,True,True,False,False,2. QUALIFIED_5QC_HISTORICAL_RUN,Pass 5 QC Gates (Historical Completion Run: Days = -1193.0)
GC-31,SA-1024_T,2023-03-22 08:15,Baker Hughes (Centrilift),538 Series (Centrilift Centurion),P23,P23,111,8450.0,0.0,-1037.9,1843.0,2508.0,665.0,484.0,128.0,50.0,0.8333,19.7,Upper Burgan (UB),199739.0,1.1388,0.3992,15.01,21.62,1.1781,1.147,334.4,4041.5,1866.5,85.82,2175.0,3523.7,3523.7,1348.7,62.01,62.01,OVER_PREDICTION,True,True,True,True,True,True,False,False,2. QUALIFIED_5QC_HISTORICAL_RUN,Pass 5 QC Gates (Historical Completion Run: Days = -1037.9)
GC-31,SA-1024_T,2023-07-22 08:30,Baker Hughes (Centrilift),538 Series (Centrilift Centurion),P23,P23,111,8450.0,0.0,-915.9,1990.0,2408.0,418.0,381.0,137.0,50.0,0.8333,24.1,Upper Burgan (UB),199739.0,1.1388,0.4038,9.33,13.44,1.1848,1.1451,350.0,4041.5,1602.5,65.7,2439.0,3529.4,3529.4,1090.4,44.71,44.71,OVER_PREDICTION,True,True,True,True,True,True,False,False,2. QUALIFIED_5QC_HISTORICAL_RUN,Pass 5 QC Gates (Historical Completion Run: Days = -915.9)
GC-31,SA-1024_T,2023-08-24 12:15,Baker Hughes (Centrilift),538 Series (Centrilift Centurion),P23,P23,111,8450.0,0.0,-882.8,2115.0,2915.0,800.0,597.0,119.0,50.0,0.8333,17.5,Upper Burgan (UB),199739.0,1.1388,0.3969,18.16,26.15,1.1848,1.156,350.0,4041.5,1851.5,84.54,2190.0,3496.2,3496.2,1306.2,59.64,59.64,OVER_PREDICTION,True,True,True,True,True,True,False,False,2. QUALIFIED_5QC_HISTORICAL_RUN,Pass 5 QC Gates (Historical Completion Run: Days = -882.8)
GC-31,SA-1024_T,2024-02-20 08:15,Baker Hughes (Centrilift),538 Series (Centrilift Centurion),P23,P23,111,8450.0,0.0,-702.9,1634.0,3025.0,1391.0,523.0,135.0,46.0,0.7667,46.6,Upper Burgan (UB),199739.0,1.1388,0.4272,29.33,49.9,1.1593,1.0944,290.2,1876.2,189.2,11.22,1687.0,1714.4,1714.4,27.4,1.62,1.62,OVER_PREDICTION,True,True,True,True,True,True,False,False,2. QUALIFIED_5QC_HISTORICAL_RUN,Pass 5 QC Gates (Historical Completion Run: Days = -702.9)
GC-31,SA-1024_T,2024-06-05 07:30,Baker Hughes (Centrilift),538 Series (Centrilift Centurion),P23,P23,111,8450.0,0.0,-597.0,,,,308.0,139.0,50.0,0.8333,63.6,Upper Burgan (UB),199739.0,1.1388,0.4449,,,1.1477,1.0665,262.5,,,,1587.0,,,,,,,False,False,False,True,True,False,False,False,7. FAILED_MISSING_TELEMETRY,"Failed Gate 1: Missing Telemetry (PIP=nan, PDP=nan)"
GC-31,SA-1024_T,2024-11-23 08:45,Baker Hughes (Centrilift),538 Series (Centrilift Centurion),P23,P23,111,8450.0,0.0,-425.9,1623.0,0.0,-1623.0,272.0,137.0,46.0,0.7667,54.8,Upper Burgan (UB),199739.0,1.1388,0.4358,,,1.1584,1.0825,287.9,,,,1709.0,,,,,,,True,False,False,True,True,False,False,False,3. FAILED_ZERO_NEGATIVE_LIFT,"Failed Gate 2: Negative/Zero Lift (PDP=0.0 <= PIP=1623.0, dP=-1623.0 psi)"
GC-31,SA-1024_T,2026-02-14 17:30,Baker Hughes (Centrilift),538 Series (Centrilift Centurion),P23,P23,111,8450.0,22.4,22.4,1466.0,2711.0,1245.0,273.0,124.0,47.0,0.7833,58.1,Upper Burgan (UB),199739.0,1.1388,0.4392,25.54,41.63,1.1448,1.0723,255.5,2173.4,314.4,16.91,1859.0,2026.9,2026.9,167.9,9.03,9.03,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-1024_T,2026-06-15 08:15,Baker Hughes (Centrilift),538 Series (Centrilift Centurion),P23,P23,111,8450.0,143.1,143.1,2670.0,2674.0,4.0,242.0,118.0,47.0,0.7833,20.3,Upper Burgan (UB),199739.0,1.1388,0.3998,0.09,0.15,1.1848,1.1514,350.0,3799.0,2008.0,112.12,1791.0,3299.6,3299.6,1508.6,84.23,84.23,OVER_PREDICTION,True,True,False,True,True,False,True,False,4. FAILED_LOW_LIFT_THRESHOLD,Failed Gate 3: Low Dynamic Lift (Delta P = 4.0 psi < 250 psi threshold)
GC-31,SA-1026H_T,2022-10-24 08:45,Halliburton / Summit ESP,538 Series (Summit SJ),SJ2800,SJ2800,114,7150.0,280.2,280.2,859.0,2973.0,2114.0,435.0,117.0,51.0,0.85,47.8,Mauddud (MA),137779.0,1.0958,0.4285,43.28,59.9,1.0969,1.0601,137.2,2162.5,1190.5,122.48,972.0,2039.8,2039.8,1067.8,109.86,109.86,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-1026H_T,2023-03-02 10:00,Halliburton / Summit ESP,538 Series (Summit SJ),SJ2800,SJ2800,114,7150.0,409.3,409.3,926.0,3280.0,2354.0,407.0,136.0,51.0,0.85,79.9,Mauddud (MA),137779.0,1.0958,0.4619,44.7,61.87,1.1018,1.0364,149.7,2010.3,235.3,13.26,1775.0,1939.6,1939.6,164.6,9.27,9.27,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-1026H_T,2023-06-08 10:30,Halliburton / Summit ESP,538 Series (Summit SJ),SJ2800,SJ2800,114,7150.0,507.3,507.3,1685.0,4433.0,2748.0,142.0,158.0,50.0,0.8333,35.8,Mauddud (MA),137779.0,1.0958,0.416,57.95,83.45,1.1638,1.1123,300.9,0.0,-366.0,-100.0,366.0,0.0,0.0,-366.0,-100.0,100.0,UNDER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-1026H_T,2023-06-24 09:15,Halliburton / Summit ESP,538 Series (Summit SJ),SJ2800,SJ2800,114,7150.0,523.3,523.3,766.0,2995.0,2229.0,197.8,150.9,50.0,0.8333,80.3,Mauddud (MA),137779.0,1.0958,0.4623,42.29,60.9,1.0903,1.0338,120.3,2046.9,339.4,19.88,1707.5,1979.9,1979.9,272.4,15.95,15.95,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-1026H_T,2023-11-14 13:00,Halliburton / Summit ESP,538 Series (Summit SJ),SJ2800,SJ2800,114,7150.0,666.4,666.4,944.0,959.0,15.0,545.0,126.0,50.0,0.8333,77.9,Mauddud (MA),137779.0,1.0958,0.4598,0.29,0.42,1.1031,1.0384,153.0,2908.2,2003.2,221.35,905.0,2800.7,2800.7,1895.7,209.47,209.47,OVER_PREDICTION,True,True,False,True,True,False,True,False,4. FAILED_LOW_LIFT_THRESHOLD,Failed Gate 3: Low Dynamic Lift (Delta P = 15.0 psi < 250 psi threshold)
GC-31,SA-1026H_T,2024-01-11 09:15,Halliburton / Summit ESP,538 Series (Summit SJ),SJ2800,SJ2800,114,7150.0,724.3,724.3,1142.0,3394.0,2252.0,477.0,138.0,50.0,0.8333,82.3,Mauddud (MA),137779.0,1.0958,0.4644,42.54,61.26,1.1183,1.0374,190.8,2019.1,551.1,37.54,1468.0,1946.3,1946.3,478.3,32.58,32.58,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-1026H_T,2024-01-28 08:30,Halliburton / Summit ESP,538 Series (Summit SJ),SJ2800,SJ2800,114,7150.0,741.2,741.2,1147.0,3685.0,2538.0,687.0,143.0,52.0,0.8667,86.0,Mauddud (MA),137779.0,1.0958,0.4683,47.54,63.29,1.1187,1.0338,191.8,1920.2,654.2,51.67,1266.0,1857.4,1857.4,591.4,46.71,46.71,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-1026H_T,2024-06-26 08:00,Halliburton / Summit ESP,538 Series (Summit SJ),SJ2800,SJ2800,114,7150.0,891.2,891.2,1124.0,3190.0,2066.0,302.0,149.0,52.0,0.8667,85.8,Mauddud (MA),137779.0,1.0958,0.4681,38.72,51.55,1.1169,1.0338,187.3,2700.5,1017.5,60.46,1683.0,2612.3,2612.3,929.3,55.22,55.22,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-1026H_T,2024-12-10 09:00,Halliburton / Summit ESP,538 Series (Summit SJ),SJ2800,SJ2800,114,7150.0,1058.2,1058.2,1227.0,3200.0,1973.0,275.0,150.0,52.0,0.8667,91.8,Mauddud (MA),137779.0,1.0958,0.4743,36.49,48.58,1.125,1.0286,207.5,2841.4,1091.4,62.37,1750.0,2762.4,2762.4,1012.4,57.85,57.85,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-1026H_T,2025-08-20 19:00,Halliburton / Summit ESP,538 Series (Summit SJ),SJ2800,SJ2800,114,7150.0,1311.7,1311.7,1154.0,3387.0,2233.0,369.0,146.0,52.0,0.8667,85.5,Mauddud (MA),137779.0,1.0958,0.4678,41.88,55.75,1.1192,1.0344,193.2,2474.7,1146.7,86.35,1328.0,2392.4,2392.4,1064.4,80.15,80.15,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-1026H_T,2026-02-14 07:45,Halliburton / Summit ESP,538 Series (Summit SJ),SJ2800,SJ2800,114,7150.0,1489.2,1489.2,1500.0,3249.0,1749.0,250.0,141.0,52.0,0.8667,89.7,Mauddud (MA),137779.0,1.0958,0.4721,32.49,43.25,1.1477,1.0332,262.5,3024.8,1001.8,49.52,2023.0,2927.7,2927.7,904.7,44.72,44.72,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-1026H_T,2026-06-27 09:30,Halliburton / Summit ESP,538 Series (Summit SJ),SJ2800,SJ2800,114,7150.0,1622.3,1622.3,1091.0,3189.0,2098.0,186.0,144.0,52.0,0.8667,90.2,Mauddud (MA),137779.0,1.0958,0.4727,38.94,51.84,1.1143,1.0292,181.0,2685.8,1230.8,84.59,1455.0,2609.5,2609.5,1154.5,79.35,79.35,OVER_PREDICTION,True,True,True,True,True,True,True,True,1. QUALIFIED_5QC_CLEAN_ACTIVE,Pass: Active completion run meeting all 5 QC physical screening gates
GC-31,SA-1027_T,2022-02-18 03:00,Alkhorayef (ACC),538 Series (ACC WE),WE-2600c,WE-2600,176,8300.0,3.8,3.8,2399.0,,,428.0,109.0,50.0,0.8333,19.7,Upper Burgan (UB),199739.0,1.1388,0.3992,,,1.1848,1.1523,350.0,,,,2254.0,,,,,,,False,False,False,True,True,False,True,False,7. FAILED_MISSING_TELEMETRY,"Failed Gate 1: Missing Telemetry (PIP=2399.0, PDP=nan)"
GC-31,SA-1027_T,2022-10-30 10:00,Alkhorayef (ACC),538 Series (ACC WE),WE-2600c,WE-2600,176,8300.0,258.1,258.1,2401.0,2406.0,5.0,191.3,116.7,54.0,0.9,16.1,Upper Burgan (UB),199739.0,1.1388,0.3954,0.07,0.09,1.1848,1.1583,350.0,3321.0,2171.0,188.78,1150.0,2867.2,2867.2,1717.2,149.32,149.32,OVER_PREDICTION,True,True,False,True,True,False,True,False,4. FAILED_LOW_LIFT_THRESHOLD,Failed Gate 3: Low Dynamic Lift (Delta P = 5.0 psi < 250 psi threshold)
